condition,reconstruction_error,centroid,bandwidth,dominant_freq
normal,0.037878007,1847.54621001695,1825.529538828263,1011.3000000000001
normal,0.03668454,1470.82360528964,1634.9146661144002,1391.3000000000002
normal,0.036676276,1509.183455775263,1662.063993980983,1132.1000000000001
normal,0.036142785,1400.501858512692,1606.1936533655194,1643.6000000000001
normal,0.036353417,1423.4295575545893,1621.6626699011106,1178.5
normal,0.03627468,1500.4128460420498,1683.5555386546648,1191.6000000000001
normal,0.036674857,1418.0402847143403,1610.898821598527,1218.1000000000001
normal,0.036597624,1508.8721299940266,1672.6251882280712,1078.9
normal,0.03590154,1409.51960302998,1625.266951328821,1411.8000000000002
normal,0.03668934,1531.1456568842518,1683.7108324793169,1076.1000000000001
normal,0.03677483,1500.0615698043496,1694.882224522627,1191.0
normal,0.03624347,1424.721436068759,1615.7679578873217,1217.8
normal,0.03625357,1422.9600475526775,1629.5057458006997,1084.4
normal,0.03585335,1421.9142015209825,1619.3054326399015,1408.7
normal,0.0366023,1517.205163104263,1670.0606726188219,1078.0
normal,0.03620085,1581.005361262533,1679.3167961445326,1161.9
normal,0.036175724,1409.0711877934543,1613.6958365025346,1080.2
normal,0.03581529,1415.9602506505114,1628.4813105141463,1048.9
normal,0.035828967,1517.7371451873014,1693.4349049345103,1191.3
normal,0.036317974,1508.628879699519,1661.7416269064452,1084.9
normal,0.036219977,1527.163192520434,1693.3118241253244,1191.3
normal,0.036053766,1449.1195642312312,1639.8784141922042,1189.9
normal,0.035929367,1439.7491999508036,1619.6634412319663,1494.5
normal,0.036565594,1744.8213034064215,1742.908765238846,1038.6000000000001
normal,0.03647194,1415.931509115429,1628.5273739016632,1411.5
normal,0.03683073,1505.9160077151967,1678.6474525717067,1189.8
normal,0.03590475,1448.1051691973366,1650.187422251348,1191.7
normal,0.03620597,1511.7574753919746,1686.917468558747,1117.1000000000001
normal,0.03661653,1492.174935565742,1651.2341375724272,1132.1000000000001
normal,0.0368636,1510.1970349045478,1655.7414360285547,1365.4
normal,0.036626447,1413.5138445032926,1606.0558491551237,1493.1000000000001
normal,0.036069646,1443.3611141369486,1624.1522919292597,1215.0
normal,0.03718567,1517.7772926116895,1681.7477458084045,1190.3
normal,0.03670732,1508.5008665609162,1669.1959089361899,1264.1000000000001
normal,0.036112353,1436.1849174129898,1620.7252623452023,1494.0
normal,0.03618384,1416.0965848536378,1614.109098780262,1082.0
normal,0.03662695,1508.893164794077,1659.928473862342,1129.1000000000001
normal,0.036635898,1821.9455409218515,1807.3508830227559,1292.2
normal,0.03629659,1508.5809830806138,1680.29136882808,1191.0
normal,0.036289375,1439.0957186209585,1617.683282493437,1191.0
normal,0.037082642,1519.3296541592565,1672.2811662934898,1027.1000000000001
normal,0.036764797,1512.4934323389461,1678.7098094001997,1190.1000000000001
normal,0.036519114,1407.6195716844657,1624.6309067332122,1023.9000000000001
normal,0.036635134,1415.5102720169136,1619.569817231146,1139.2
normal,0.036175083,1540.0443080817386,1697.114430086891,1094.8
normal,0.03619048,1432.1297796324322,1624.5403661027512,1191.7
normal,0.037206464,1569.7626784915187,1721.1955394818035,1724.6000000000001
normal,0.036357697,1433.72432603478,1615.5149563158952,1219.6000000000001
normal,0.0360697,1418.5144414034412,1608.2997859666075,1445.8000000000002
normal,0.037086148,1723.370077291497,1757.863938017302,1049.3
normal,0.036021996,1429.5758220566393,1615.5924211173192,1494.5
normal,0.03621476,1409.2864787026358,1610.919159238168,1095.5
normal,0.03718303,1430.8154354480034,1626.3245542032003,1109.4
normal,0.03672675,1528.9199341301446,1678.283306441722,1079.0
normal,0.035856992,1426.8530987833265,1615.493968247934,1217.2
normal,0.03632704,1435.2682920511152,1615.0128842516415,1190.9
normal,0.036031924,1427.5484053112737,1629.312470449939,1057.7
normal,0.035926778,1434.7966838734976,1614.164889366246,1045.0
normal,0.03652742,1425.5438581628184,1633.793939230997,1180.8
normal,0.035903595,1417.8617269983622,1614.0591045250671,1044.8
normal,0.03668477,1433.4761722968358,1622.0363155712073,1191.2
abnormal,0.040830456,1017.3559470216334,1359.9399138193894,1078.6000000000001
abnormal,0.039704602,987.7977911136396,1301.0961154706047,1494.2
abnormal,0.039935414,930.7878620478275,1281.8270497127132,1412.1000000000001
abnormal,0.036683865,1376.608757869673,1593.6355530659562,1295.0
abnormal,0.036811113,1425.3986126982918,1632.1041613658647,1078.7
abnormal,0.03699309,1545.806908268586,1714.862384081591,1190.5
abnormal,0.037095346,1496.415461311098,1691.6301628859355,1191.3
abnormal,0.03932658,1260.851918301708,1732.0029678123767,1191.4
abnormal,0.04091956,1126.1927696535083,1492.9545244612912,1189.7
abnormal,0.036260314,1360.5150000053218,1588.9322916341116,1443.9
abnormal,0.040158447,970.2519584283702,1294.786535914998,1346.0
abnormal,0.037431072,1363.9966059529909,1606.6345851972726,1018.4000000000001
abnormal,0.036792435,1545.3585575550517,1647.736658473622,1494.8000000000002
abnormal,0.03591357,1394.3647229761,1603.6621566284266,1210.9
abnormal,0.036315963,1382.2340671572126,1599.972123639409,1297.5
abnormal,0.039596118,1017.9771302119839,1397.9940992808047,1192.1000000000001
abnormal,0.03719752,1425.31413043387,1638.1276415820735,1190.3
abnormal,0.0371363,1541.3012061131633,1646.1330406213133,1197.0
abnormal,0.03700559,1434.8260618530353,1646.3015322029848,1192.1000000000001
abnormal,0.038810484,1097.5897773078318,1536.4920277534663,1134.0
abnormal,0.039878946,1059.0789769004302,1427.3454436046438,1191.8
abnormal,0.040083684,1073.4390862310408,1449.0327864419355,1189.4
abnormal,0.03725057,1381.050540090661,1611.6767905166,1210.0
abnormal,0.037149627,1379.513861736677,1597.510502196659,1194.4
abnormal,0.037097283,1542.9742588729534,1651.421608308085,1196.6000000000001
abnormal,0.04032249,928.8819028900158,1281.1029895059382,1143.7
abnormal,0.03808663,1617.6059189868554,1693.1275335738783,1199.1000000000001
abnormal,0.037570626,1723.2146799273323,1831.6245051050207,1190.6000000000001
abnormal,0.037568312,1538.3392975620309,1657.4835679732173,1200.4
abnormal,0.037118204,1558.416944753519,1673.203003518205,1191.4
abnormal,0.03711772,1525.4978626259674,1639.1712592745823,1197.9
abnormal,0.036370013,1527.9446756713703,1643.8132331384077,1191.6000000000001
abnormal,0.0398145,975.4672126402791,1300.5633513161574,1135.5
abnormal,0.037649825,1551.0042090795207,1656.8349810691968,1191.1000000000001
abnormal,0.0371322,1369.5169369233317,1607.4678934637648,1411.8000000000002
abnormal,0.039658457,994.1346909490288,1317.1422474173614,1190.7
abnormal,0.039474666,982.470651515544,1304.8677506520573,1156.8
abnormal,0.0371507,1550.5709325840824,1651.8340514502177,1194.8
abnormal,0.036657553,1366.2714734875728,1593.7944005939094,1191.4
abnormal,0.037213974,1377.946604397594,1607.5616447800112,1041.5
abnormal,0.037288524,1625.7950271181633,1699.542316147949,1191.3
abnormal,0.03726166,1526.080640347881,1643.2921746300244,1192.7
abnormal,0.037315927,1394.2144086597536,1604.776776097197,1020.6
abnormal,0.037458852,1556.5944175971883,1659.133995868962,1190.3
abnormal,0.03705407,1829.4062957811886,1764.763215731874,1198.3
abnormal,0.037803084,1559.5133011638582,1655.353390750929,1191.2
abnormal,0.03757101,1538.7123754103457,1653.263161295394,1187.6000000000001
abnormal,0.03724161,1387.746448190007,1608.866088974793,1188.5
abnormal,0.03670701,1528.8638066721082,1638.2238724694594,1346.1000000000001
abnormal,0.037844207,1574.4157699899645,1676.7560762284786,1439.6000000000001
abnormal,0.03971342,1147.9694186779907,1442.8460422547969,1140.5
abnormal,0.037049644,1554.163767306067,1659.0254148516215,1195.9
abnormal,0.03925272,976.7277805770586,1305.761777866947,1219.0
abnormal,0.03648209,1507.949003618538,1643.9443823005815,1219.0
abnormal,0.03703104,1382.0295234488403,1606.917491556065,1413.2
abnormal,0.03905525,1000.4914803193524,1326.1647994033901,1191.4
abnormal,0.040092133,1028.963215766616,1369.5317524361915,1131.1000000000001
abnormal,0.039269857,988.3450245309941,1302.9709193450078,1218.0
abnormal,0.03673994,1553.2414416804993,1642.4651333404454,1216.1000000000001
abnormal,0.03985015,1066.8001451524203,1388.2654897614364,1106.2
abnormal,0.039500315,1198.4720557643432,1579.1309887892216,1157.2
abnormal,0.036706157,1387.4371304922179,1608.8367884105428,1190.3
abnormal,0.03686931,1589.9379202676196,1690.230954047286,1194.5
abnormal,0.037257165,1608.7147679154614,1676.0429470258057,1083.8
abnormal,0.0371961,1373.4083614664305,1604.736976199508,1181.9
abnormal,0.03708719,1359.2719768269153,1594.4243819042504,1185.9
abnormal,0.03886863,1166.2779107177269,1514.1837938127178,1295.6000000000001
abnormal,0.03665793,1594.1867848681084,1672.9106281333275,1192.0
abnormal,0.03669604,1425.9395939231952,1652.3529969001518,1191.1000000000001
abnormal,0.040462002,1030.3865566709628,1407.9186055575942,1191.7
abnormal,0.037259232,1600.5555108616593,1681.2832250765452,1193.7
abnormal,0.036817446,1374.3304606390889,1606.3096176307,1191.2
abnormal,0.03889424,1107.6936669249724,1466.7792623577202,1191.0
abnormal,0.038959727,995.3600227058934,1322.0699215262089,1495.1000000000001
abnormal,0.03690437,1405.8762667792494,1610.061670231728,1492.2
abnormal,0.03665449,1481.9462127771687,1698.9280924937202,1443.1000000000001
abnormal,0.036787495,1415.6864308758365,1619.3260871348805,1122.8
abnormal,0.036592633,1462.034723199783,1644.1835380000387,1131.8
abnormal,0.03709821,1660.368183119122,1785.6321487079788,1190.4
abnormal,0.036840204,1435.4129608321266,1654.5061775583183,1191.8
abnormal,0.039008033,1059.266354781523,1417.4847654426535,1191.3
abnormal,0.039417397,980.6699930643555,1304.1684275451257,1494.8000000000002
abnormal,0.037322987,1527.4429097439518,1654.8287358361765,1192.6000000000001
abnormal,0.037129648,1439.3526944108323,1632.6458217926158,1130.2
abnormal,0.039239567,957.6679138914894,1286.9440000295604,1084.7
abnormal,0.038135022,1655.7507928826417,1662.322736407881,1379.9
abnormal,0.03804155,1675.5281009986181,1736.9488190549914,1193.9
abnormal,0.036846552,1371.7915012462176,1596.3406043866687,1191.2
abnormal,0.03690018,1539.1235219017983,1645.8432155562796,1630.4
abnormal,0.036892552,1549.279863422313,1661.1959435393426,1189.0
abnormal,0.03715755,1376.8314019013073,1597.0330627759822,1190.4
abnormal,0.037244797,1398.8593937290632,1616.1310107072022,1191.2
abnormal,0.03693995,1380.0178480919694,1604.4151956351916,1191.2
abnormal,0.036776345,1401.0075484040328,1626.7165314347108,1190.6000000000001
abnormal,0.03723302,1545.4073721027705,1650.9641758158261,1199.2
abnormal,0.036830135,1640.1467463435947,1764.287576227446,1018.0
abnormal,0.036614634,1473.3474344441931,1667.0110176841565,1211.0
abnormal,0.040295515,975.8311591688134,1291.1832754987304,1145.1000000000001
abnormal,0.039432086,991.9227661235491,1319.6630706076112,1095.3
abnormal,0.040438734,1067.925467584618,1418.2797675807064,1000.2
abnormal,0.039639495,1774.9658681378498,1768.170008283383,1308.7
abnormal,0.036484864,1381.3435700556702,1596.1014223288971,1246.6000000000001
abnormal,0.036814585,1380.5796512174027,1611.9346016329182,1035.3
abnormal,0.039590005,962.9841061388116,1316.8100567502086,1413.7
abnormal,0.040225156,1833.303688594187,1789.3858196006504,1448.1000000000001
abnormal,0.040020965,1057.2029861693545,1426.7836844996818,1189.9
abnormal,0.03715794,1385.2464575587976,1608.254231054853,1410.6000000000001
abnormal,0.037493754,1537.4091380650414,1645.763440738924,1495.6000000000001
abnormal,0.039510317,987.9858788765005,1302.6267677023318,1179.1000000000001
abnormal,0.039867327,945.3618386274709,1297.97930582812,1182.1000000000001
abnormal,0.03934833,983.5975600370755,1307.4372771495307,1146.3
abnormal,0.03637941,1383.514382758746,1596.8962645442884,1216.2
abnormal,0.04011149,947.9073777791547,1293.9701504025627,1158.0
abnormal,0.037262302,1674.0631569347793,1780.385321664856,1190.5
abnormal,0.037317187,1548.218360051342,1650.1725609636496,1214.7
abnormal,0.036943913,1437.226481165573,1629.6590890099144,1087.3
abnormal,0.0365261,1406.5790634528848,1609.9438806042272,1494.3000000000002
abnormal,0.037466977,1404.918847710184,1602.7925921169406,1495.0
abnormal,0.036631763,1483.018590621892,1618.023719827804,1261.0
abnormal,0.04031889,963.9489497483738,1307.3438022718092,1413.8000000000002
abnormal,0.03949205,990.8729780097565,1320.0902933623722,1217.0
abnormal,0.039393783,974.1018397420465,1292.9921413417155,1216.3
abnormal,0.037132274,1557.1675342945687,1677.1657285362521,1175.7
abnormal,0.036954112,1456.7123928082474,1646.6679552395558,1127.4
abnormal,0.03708909,1553.6406054643219,1693.1738629971799,1188.3
abnormal,0.03699804,1405.345710063913,1612.760204449878,1191.4
abnormal,0.03769134,1436.6463829931813,1646.8142468414187,1008.9000000000001
abnormal,0.039596297,1175.4109999839113,1562.1485024161675,1161.1000000000001
abnormal,0.03695766,1366.1171926009768,1598.2069810858152,1409.8000000000002
abnormal,0.03715214,1576.9667478470844,1659.0856975051543,1648.0
abnormal,0.036653984,1440.0367889263725,1633.9516577180532,1075.8
abnormal,0.037488405,1598.813853684395,1667.0327688831464,1126.0
abnormal,0.039633088,1025.7230551229559,1367.868263179991,1191.1000000000001
abnormal,0.037208416,1406.7668143108936,1601.2318809043597,1095.3
abnormal,0.036548305,1516.1203684118477,1651.5248817765885,1181.9
abnormal,0.039815277,1034.5096641685475,1371.9525690484081,1127.1000000000001
abnormal,0.037242994,1588.3275018488434,1706.4960026475687,1192.7
abnormal,0.038486026,1608.832192880505,1713.1936496586886,1191.2
abnormal,0.037370924,1551.9147886751807,1654.3190940842887,1190.4
abnormal,0.045782194,1378.4445632730606,1710.2464660585683,1453.9
abnormal,0.03990649,941.6543944910577,1296.572962958358,1084.1000000000001
abnormal,0.03712929,1565.1946077855664,1641.980217175371,1194.8
abnormal,0.038967703,955.5543056603108,1291.2022344290597,1143.5
abnormal,0.039400063,969.7277478795601,1302.1024460805309,1094.6000000000001
abnormal,0.037490405,1404.6312247153703,1621.7398330596966,1000.8000000000001
abnormal,0.037039272,1560.3062889330306,1657.640942418301,1191.5
abnormal,0.03869613,989.7727561332769,1318.420276511223,1214.9
abnormal,0.03619824,1371.102742040397,1592.6416362645866,1045.1000000000001
abnormal,0.03743104,1371.7965822491412,1597.2418523298918,1216.0
abnormal,0.037509415,1519.6386553099633,1648.8208594408559,1193.4
abnormal,0.036843613,1391.9434099378648,1597.6465821681168,1190.4
abnormal,0.041182064,1050.4527602057376,1400.3195521472894,1331.0
abnormal,0.037554815,1527.8486524309653,1648.5284397325304,1217.0
abnormal,0.036960315,1390.15926996817,1620.032314888703,1183.1000000000001
abnormal,0.037018444,1552.7521448091434,1650.5212393612906,1194.2
abnormal,0.037381306,1539.284680765913,1660.4567338111244,1181.9
abnormal,0.038715035,969.7431884275576,1310.656013038828,1189.3
abnormal,0.040276892,1026.563955647566,1370.5707267488601,1190.8
abnormal,0.03928796,968.4494888185748,1292.6779049828306,1346.0
abnormal,0.03687841,1527.3089067254652,1764.977566992165,1191.0
abnormal,0.03982538,1055.1234145981607,1409.541489040158,1127.9
abnormal,0.037636764,1422.6153691211332,1610.0923520041174,1854.4
abnormal,0.037371997,1519.7657872709165,1644.2581796832928,1198.3
abnormal,0.040264178,1053.063282109852,1421.1056018761046,1190.0
abnormal,0.040873546,966.8429323966866,1264.8693381368137,1230.9
abnormal,0.037341423,1524.4652572979621,1719.5663626040414,1191.1000000000001
abnormal,0.036540885,1619.74510565495,1681.640357311885,1199.6000000000001
abnormal,0.036861546,1534.265400386799,1648.57064993952,1196.9
abnormal,0.03632606,1386.9381964891943,1601.2169201861043,1215.9
abnormal,0.03891503,975.7205216185504,1312.6870451992677,1189.1000000000001
abnormal,0.039157294,993.449524259234,1320.9414554536343,1133.3
abnormal,0.037250623,1541.6284041677948,1660.1099426461624,1412.2
abnormal,0.038282298,1605.1002172412936,1691.164232682674,1190.2
abnormal,0.038570732,981.1615241612782,1304.0617818296898,1293.3000000000002
abnormal,0.037422962,1537.4173515366542,1660.6623365420473,1199.5
abnormal,0.0362614,1529.7314455932847,1647.4892262408887,1193.2
abnormal,0.036712535,1434.7228206074026,1643.1745954003084,1192.0
abnormal,0.03703232,1358.9167436182204,1607.4094649305057,1411.5
abnormal,0.037705977,1543.9882907332997,1662.6412383294517,1197.6000000000001
abnormal,0.036520593,1422.4231922250574,1636.3229498862102,1192.0
abnormal,0.03976717,1041.4239854373916,1411.9599458050172,1191.4
abnormal,0.04021939,1058.931971589656,1417.5992293750774,1032.6000000000001
abnormal,0.036742263,1549.8636424409049,1650.1252237980273,1192.7
abnormal,0.04004065,1308.2307519635106,1576.9000816453251,1619.5
abnormal,0.03698583,1544.390933567049,1649.6550763466846,1670.5
abnormal,0.037009194,1728.1113374810443,1842.6696393575066,1191.2
abnormal,0.039711837,1018.0612043055321,1371.2351009527779,1128.4
abnormal,0.036362596,1552.5293462950488,1638.7884606115867,1259.2
abnormal,0.037471883,1563.6841223151487,1641.351985908767,1195.2
abnormal,0.0369986,1542.5112220455283,1646.3577221045591,1191.7
abnormal,0.037091278,1586.1528099944437,1693.826045804804,1191.1000000000001
abnormal,0.039187286,1013.1617407562329,1345.5355971647,1216.6000000000001
abnormal,0.04105346,1046.6662373532442,1403.9835852064302,1016.9000000000001
abnormal,0.03735675,1555.8006347324847,1671.1234170661132,1195.3
abnormal,0.037879825,1535.0224705095984,1647.7552721152024,1192.4
abnormal,0.037115015,1611.9638498580373,1678.0702488254644,1128.6000000000001
abnormal,0.036741786,1520.1329807445527,1719.6222021037809,1183.1000000000001
abnormal,0.036915652,1413.122587352907,1618.7136214471177,1013.2
abnormal,0.0374379,1607.6453195101546,1673.8237955062984,1131.0
abnormal,0.038491584,1630.113190496791,1723.2921548757192,1190.8
abnormal,0.03862934,1345.5869032265423,1709.5587004181525,1144.2
abnormal,0.03663407,1539.7504545301247,1657.9905549401012,1192.2
abnormal,0.040243093,1063.6674806827348,1439.0510768378429,1191.1000000000001
abnormal,0.039687112,964.3349935763323,1291.6012870263305,1157.2
abnormal,0.036619127,1366.5439335146268,1589.6293691507606,1246.8000000000002
abnormal,0.036856595,1375.038031106369,1597.6799616257797,1195.4
abnormal,0.03594549,1379.8788056725782,1595.0833040792184,1325.9
abnormal,0.03948559,943.9859146772782,1297.1294691305013,1181.4
abnormal,0.040364407,960.6579721934064,1285.4710804217432,1495.2
abnormal,0.03688121,1560.430017663012,1663.1242144040766,1188.2
abnormal,0.037294053,1384.0081452799334,1608.0899689625394,1189.8
abnormal,0.036873996,1540.1836462828321,1649.0970098632604,1195.7
abnormal,0.039776195,1037.9373342383203,1389.0210053018761,1126.2
abnormal,0.03781534,1538.9518824503505,1659.2127218325681,1200.2
abnormal,0.03684751,1420.7057625974053,1645.8111223124597,1189.7
abnormal,0.037756976,1613.7947914736328,1681.161815795814,1128.8
abnormal,0.039770626,1138.3216191739464,1499.63398050631,1190.5
abnormal,0.03784263,1534.8626099282756,1653.2913264934195,1628.6000000000001
abnormal,0.04008158,1055.310942753129,1428.983202850744,1004.9000000000001
abnormal,0.040064916,983.9485460248052,1307.3186380416644,1295.6000000000001
abnormal,0.039775923,972.8713171174971,1311.5098956718973,1191.5
abnormal,0.03748877,1612.9623096416344,1700.1832441923298,1190.5
abnormal,0.03725924,1603.9367442693201,1686.5015765984833,1193.5
abnormal,0.040708467,1038.824736323888,1391.9107872427603,1081.9
abnormal,0.039118335,952.7529838715456,1304.273746101009,1411.2
abnormal,0.036660135,1367.5695130502966,1598.4617896619316,1191.5
abnormal,0.037067655,1430.6386185653141,1651.6212261714973,1189.7
abnormal,0.03633077,1442.1833933547002,1653.447699555492,1190.6000000000001
abnormal,0.03636901,1377.3827681536893,1600.1138518481487,1190.3
abnormal,0.03901925,1884.6401942201267,1768.3863232370597,1199.0
abnormal,0.037409976,1637.262269067837,1715.2715448323747,1194.3
abnormal,0.03881988,989.6250100419144,1317.2317667674788,1494.7
abnormal,0.03863947,1052.8319679579251,1400.6199137145747,1216.1000000000001
abnormal,0.037673328,1540.969795472352,1663.8937763335848,1411.1000000000001
abnormal,0.036622744,1540.7682306735353,1649.0602662813928,1217.5
abnormal,0.03927408,1238.888326635722,1607.777859064046,1191.5
abnormal,0.03700284,1527.6882106195485,1638.725357616046,1246.0
abnormal,0.036615524,1367.672581379781,1594.4685433417073,1345.7
abnormal,0.03717045,1529.1742156670564,1643.1488250488976,1246.9
abnormal,0.03695016,1474.0959451996946,1693.6611699062535,1189.9
abnormal,0.040005982,1110.9933913871907,1385.6242897193893,1504.4
abnormal,0.035858452,1371.6785044542448,1595.629960264576,1009.1
abnormal,0.038026158,1403.0555446328742,1595.6313653731474,1720.4
