condition,reconstruction_error,centroid,bandwidth,dominant_freq
normal,0.040382423,1821.2185975925393,1792.6965862845877,1652.0
normal,0.03960912,1769.3380022646759,1762.7182766256294,1654.9
normal,0.040352196,1742.6439494200768,1754.0672359216717,1191.0
normal,0.040928468,1838.263314125381,1782.9036238785122,1325.5
normal,0.040460084,1826.7397040319481,1786.9600145860409,1655.0
normal,0.041515693,2100.0127627823554,1934.8520327789884,1655.8000000000002
normal,0.040632393,1859.9935515784591,1771.5012868950753,1013.7
normal,0.04107078,1820.0130820897841,1788.1963635215081,1191.9
normal,0.04053752,1796.2815368880556,1777.5981779148744,1190.6000000000001
normal,0.040947873,1828.4862385580707,1789.7536470032894,1991.5
normal,0.040884815,1763.8097872921264,1777.0832851448433,1660.2
normal,0.040775847,1818.2554803250905,1773.7088334725802,1025.2
normal,0.040667582,1874.6099207497018,1766.6400830187201,1657.8000000000002
normal,0.040561557,1767.915147790647,1769.2373480627223,1658.1000000000001
normal,0.04099193,1845.6670986853771,1774.1228586943867,1085.3
normal,0.04081229,1800.1457814360747,1767.307030365731,1190.7
normal,0.040765062,1778.2503359644527,1764.2092518918455,1657.2
normal,0.04042913,1881.8249583273948,1818.4246392405864,1656.0
normal,0.04008953,1837.907827448991,1781.2552082448426,1011.4000000000001
normal,0.040198583,1761.223019520413,1753.7881590673142,1652.8000000000002
normal,0.040553138,1786.9455178050457,1776.9639705147672,1653.2
normal,0.04006336,1785.5561495735603,1775.64413797476,1655.7
normal,0.04129307,1909.5004913345906,1765.763638637492,1434.9
normal,0.039935894,1780.2710341219995,1778.5906474433532,1984.1000000000001
normal,0.040272035,1779.6387737119787,1773.4900872648236,1653.0
normal,0.04039739,1759.1071047936805,1765.3133315134105,1981.2
normal,0.03991414,1754.4348168301956,1760.150796408008,1655.0
normal,0.040369935,1793.9209008811108,1794.96373921025,1656.3000000000002
normal,0.039923035,1752.2686526008183,1759.963625314518,1653.6000000000001
normal,0.04012075,1879.5031915202728,1866.8152017331565,1984.4
normal,0.04030526,1769.2993004096868,1757.6769485533544,1655.5
normal,0.04087381,1836.8970641112828,1816.6793012500912,1190.1000000000001
normal,0.040657848,1739.9255215265384,1758.9111788379048,1654.8000000000002
normal,0.039848097,1773.7197188799153,1765.8732947640533,1657.2
normal,0.04052353,1768.5821188183627,1767.5356378219356,1653.5
normal,0.040671945,1849.89438701408,1738.810263408213,1006.2
normal,0.040749647,1781.7783134455415,1774.7584336508976,1027.4
normal,0.0401318,1845.7802603698206,1795.1315082244942,1654.5
normal,0.040553402,1781.6060261039972,1770.5697158952928,1656.7
normal,0.03920638,1733.7065944722474,1763.258349157407,1652.6000000000001
normal,0.040809095,1844.6464841204343,1792.5764751051443,1983.5
normal,0.040785864,1815.9597568230454,1771.3506762032348,1130.2
normal,0.041260704,1800.4744209859612,1773.1706587591136,1128.4
normal,0.040348522,1801.6629777961955,1788.5544973073918,1190.5
normal,0.04071054,1859.2739854610656,1798.2070254236687,1983.1000000000001
normal,0.040969186,1837.7281008899984,1788.5641685396972,1653.0
normal,0.040203005,1748.3429456043114,1757.9278707238482,1984.2
normal,0.04094502,1800.5002445731097,1784.7972832824485,1652.2
normal,0.04000663,1932.0506034803557,1770.0268055331394,1656.1000000000001
normal,0.040385813,1747.0681809643856,1760.151221111738,1653.8000000000002
normal,0.03975357,1820.9471743337017,1792.6094293065228,1189.9
normal,0.040399306,1806.3143313202454,1787.6533639139166,1987.7
normal,0.040120464,1762.5984868146688,1775.9694459433406,1652.5
normal,0.040235218,1818.0778776137292,1780.5823375487678,1084.4
normal,0.040455442,1793.6694046619275,1797.5712142486739,1652.2
normal,0.04013855,1830.7024342332938,1796.3341934237396,1649.0
normal,0.04010622,1752.5512213267293,1766.3265591977934,1190.2
normal,0.040403903,1820.1318233210643,1773.9425342457523,1091.3
normal,0.040357564,1763.205134456559,1762.3443320136973,1988.2
normal,0.04093379,1939.8525348909097,1790.8465557236918,1653.6000000000001
normal,0.04052896,1763.7963330392063,1769.3825882203437,1986.0
normal,0.040107854,1764.9661145144148,1764.8853322474108,1655.2
normal,0.039727744,1756.160610302781,1760.3242943215425,1652.8000000000002
normal,0.039858334,1753.0425972291916,1763.1551296693226,1656.1000000000001
normal,0.040925395,1886.617087290283,1753.1926139834436,1021.3000000000001
normal,0.04000081,1749.787857544775,1765.2211045146817,1654.6000000000001
normal,0.040921178,1810.1900898156011,1791.0018007005267,1324.2
normal,0.040464655,1750.8040686426532,1770.0456623310965,1654.9
normal,0.040664867,1814.5657429665541,1771.3632337016068,1016.1
normal,0.041035008,1754.6924644536514,1779.8735097441424,1411.3000000000002
normal,0.039746158,1754.7182344359267,1767.0678947718595,1654.0
normal,0.040492807,1803.0084372002493,1775.6937449571658,1656.3000000000002
normal,0.040558897,1749.7986506611142,1767.696530280496,1657.6000000000001
normal,0.0404412,1744.510851440781,1760.2601280390043,1656.6000000000001
normal,0.04063531,1747.835108370525,1762.6351039846793,1654.9
normal,0.040966675,1846.941618297798,1788.0068462615752,1655.3000000000002
normal,0.04117717,1971.0828652118084,1825.7865144831728,1654.4
normal,0.040828362,1821.3218147758455,1780.4419620960487,1192.6000000000001
normal,0.040521003,1766.3940609150043,1760.9298777873062,1190.1000000000001
normal,0.041257415,1830.865060780642,1770.6821241047599,1651.9
normal,0.040259473,1757.5936205510745,1770.8997802239085,1412.2
normal,0.040376104,1764.4494191874192,1775.0862401097268,1654.2
normal,0.0401612,1760.2376331341488,1762.3380781018577,1656.9
normal,0.041088555,1829.2223275958609,1790.3667835381113,1984.4
normal,0.040410735,1773.9963043066036,1775.1420042290115,1190.8
normal,0.040292747,1819.1844386631506,1787.659624568415,1652.7
normal,0.039641086,1752.0080621457776,1754.7620832112955,1654.4
normal,0.040356196,1828.4370593340723,1789.1483150932584,1653.5
normal,0.040409714,1754.2871783029595,1768.2484583895707,1191.6000000000001
normal,0.040978577,1804.9290518387702,1766.0133011702374,1656.7
normal,0.040710215,1837.6513838215008,1788.9351866752577,1650.9
normal,0.041205283,1837.1233823217453,1782.4509286045586,1125.3
normal,0.039842572,1755.7714314132895,1761.1138627344167,1654.8000000000002
normal,0.03957808,1812.5344641839426,1772.8693204242454,1018.1
normal,0.04001489,1813.022368893493,1769.5068990491477,1128.4
normal,0.03953965,1734.3509784188552,1767.4545489865966,1654.7
normal,0.039721232,1756.7439930195583,1762.1900340446527,1654.1000000000001
normal,0.04107318,1801.3657979308482,1768.9899215490018,1656.1000000000001
normal,0.04013866,1753.662787785584,1762.730253694936,1188.5
normal,0.040759765,1757.4023412084646,1781.5968315690639,1653.7
normal,0.040300462,1833.304531043496,1782.335599689353,1135.9
normal,0.040091395,1767.899854543743,1783.0670422003752,1651.4
normal,0.039937697,1779.333003989258,1775.4864314786105,1657.0
normal,0.040238075,1760.2251576146305,1762.6116813513001,1657.4
normal,0.040420882,1848.7302262502308,1787.7169911914925,1653.3000000000002
normal,0.039695323,1752.3328402794268,1762.6356136483719,1189.5
normal,0.04046704,1739.6778889277343,1759.1052546858693,1653.6000000000001
normal,0.040847134,1829.7396929437205,1789.859899156102,1652.5
abnormal,0.04252692,2006.4973430185732,1856.4715737992099,1656.1000000000001
abnormal,0.041341774,1843.9457517787114,1777.6174845967673,1337.4
abnormal,0.041470625,1868.9180124181792,1779.2632103848123,1336.2
abnormal,0.040695835,1882.2123874878696,1798.2341087740738,1337.8000000000002
abnormal,0.046399064,1101.4330975115654,1487.3793927767786,1035.4
abnormal,0.042932913,1394.0583670813671,1734.404309397586,1030.8
abnormal,0.041934945,1920.285349998853,1804.1304785482657,1673.6000000000001
abnormal,0.04437408,1156.6269993068092,1491.8112743584977,1346.2
abnormal,0.045616128,1158.8566784356597,1490.9840511785756,1020.9000000000001
abnormal,0.04169902,1824.288251461595,1774.9803971370293,1335.6000000000001
abnormal,0.046547793,1135.5333941190788,1485.7550548466072,1726.8000000000002
abnormal,0.04131955,1870.0892104786656,1774.354428749868,1672.1000000000001
abnormal,0.042012848,1883.3184600027105,1785.2061386030048,1340.6000000000001
abnormal,0.0419662,2008.902314779101,1862.6953931843502,1325.2
abnormal,0.044582844,1180.6710419968003,1506.3779354507142,1212.9
abnormal,0.040560044,1824.015661834703,1771.815815179988,1672.3000000000002
abnormal,0.04343647,1257.7047875143235,1638.1568210128264,1191.7
abnormal,0.04300404,2079.114957264432,1880.6123273062926,1325.5
abnormal,0.042107895,2091.572449204803,1878.1734921193492,1015.2
abnormal,0.042629436,1543.1317534104314,1709.869969624466,1044.4
abnormal,0.043740988,1279.4353969901294,1607.5481414010787,1397.6000000000001
abnormal,0.041859534,2024.79840336997,1862.8944156593568,1325.9
abnormal,0.04395731,1146.691868557392,1502.496277448552,1191.4
abnormal,0.045402735,1595.7821194119856,1798.6794614840608,1035.8
abnormal,0.044182584,1236.7443993340733,1582.5160976862815,1018.6
abnormal,0.043420024,1297.0930211418108,1573.2672097084794,1641.5
abnormal,0.04325094,1522.3840358683537,1674.4755433822656,1325.9
abnormal,0.041131984,1844.520267263499,1780.767128909621,1677.7
abnormal,0.04343111,1267.7537543326312,1619.6297777952282,1190.7
abnormal,0.041982528,2266.7867130972068,1898.8417137528668,1325.8000000000002
abnormal,0.0435499,1240.0213570624803,1592.850474822594,1189.6000000000001
abnormal,0.041740987,1996.083981689827,1853.7854553361208,1324.3000000000002
abnormal,0.044950254,1190.9892208820875,1566.106467097182,1036.1000000000001
abnormal,0.041132092,1877.626659546852,1783.8207103175962,1676.1000000000001
abnormal,0.04372466,1256.7544940244418,1628.239268903234,1191.3
abnormal,0.040822137,1867.337678334649,1782.9522784543433,1001.6
abnormal,0.04326346,1250.3742899275833,1605.3151937608732,1190.1000000000001
abnormal,0.041715942,1838.619755891488,1774.9761170120225,1190.0
abnormal,0.04588979,1143.4853785759856,1474.763733185072,1493.2
abnormal,0.045126356,1158.950152975241,1487.300381151044,1295.3000000000002
abnormal,0.04261139,2092.939189237876,1872.4577456002337,1325.2
abnormal,0.04392738,1195.9651829440938,1550.495043534751,1190.6000000000001
abnormal,0.044872787,1154.8177570852718,1494.4310014627938,1217.3
abnormal,0.041741267,1810.2108882832097,1772.336177520323,1190.6000000000001
abnormal,0.044370785,1153.493964371279,1490.5787680767423,1031.0
abnormal,0.041725986,2033.103665167729,1871.8020764030862,1327.5
abnormal,0.040976115,1863.2791473562554,1805.0705257552793,1342.4
abnormal,0.044291366,1154.7572669931446,1507.2694651495053,1189.5
abnormal,0.042664457,2195.151325798797,1889.7334386178563,1323.4
abnormal,0.040990155,2056.52096285256,1871.494163373243,1672.7
abnormal,0.041097507,1807.1763206795538,1770.6531852849405,1335.4
abnormal,0.0431604,2092.437125308559,1858.8874310017732,1126.7
abnormal,0.043045886,1355.4302118093183,1744.824096525834,1009.8000000000001
abnormal,0.044323586,1266.0487499913754,1598.9170112123124,1131.1000000000001
abnormal,0.042473994,2024.1527702918652,1857.2924807279344,1323.6000000000001
abnormal,0.041868154,1823.2223974735698,1782.03834066942,1673.8000000000002
abnormal,0.040928002,1977.6981263104506,1838.0226973257088,1325.3000000000002
abnormal,0.041420735,1801.694592254441,1762.3759990407168,1677.2
abnormal,0.044198662,1138.913732130274,1481.2793401421507,1217.5
abnormal,0.043844618,1141.3095542819954,1483.5817728092802,1033.9
abnormal,0.04242514,1871.49579103651,1786.666428494621,1671.8000000000002
abnormal,0.04529992,1188.1394310541252,1517.033105588878,1190.3
abnormal,0.04320093,1354.029558504769,1684.800720968335,1190.8
abnormal,0.04124726,1817.2328806690346,1771.3990198997851,1339.2
abnormal,0.042032164,1857.4910659994305,1769.4967175087202,1128.9
abnormal,0.04240603,2011.126446754229,1861.1256617048198,1654.5
abnormal,0.0417576,2003.239593134856,1848.091758885573,1324.0
abnormal,0.04107905,1798.955184575701,1766.224384696613,1337.6000000000001
abnormal,0.046181083,1147.7882057658728,1469.8599693395802,1095.7
abnormal,0.04201826,2015.9075345399933,1858.6656559482785,1326.6000000000001
abnormal,0.041889437,1986.5117415237767,1848.8365911106764,1654.3000000000002
abnormal,0.044086963,1263.7627367966675,1611.0441709713502,1191.8
abnormal,0.040921133,1829.3849423334298,1779.8739172573378,1672.3000000000002
abnormal,0.04347566,1181.5846690193034,1508.9561430504632,1034.9
abnormal,0.04172444,1852.0999531534387,1793.3957719846674,1727.4
abnormal,0.042126816,2007.1825046521074,1861.570327114409,1661.1000000000001
abnormal,0.04137608,1856.032668581655,1784.590375974768,1675.8000000000002
abnormal,0.041246492,1837.9593018967332,1776.5876953249124,1337.1000000000001
abnormal,0.042551666,1976.0612427966655,1840.0388879901946,1190.2
abnormal,0.04087097,1995.8105294695927,1853.159757957478,1658.3000000000002
abnormal,0.04161146,1795.7159567046992,1772.7606253390588,1671.8000000000002
abnormal,0.04588235,1156.185191013085,1490.375586535178,1346.0
abnormal,0.0408528,1827.9703342279645,1780.863501139906,1338.2
abnormal,0.04471759,1177.3259146841967,1507.257484831076,1495.3000000000002
abnormal,0.041958913,1990.2818954898105,1848.7840425783695,1655.4
abnormal,0.04165023,1891.2281290572716,1783.6022913746867,1675.6000000000001
abnormal,0.040999897,1816.147096591838,1772.8101951449414,1338.1000000000001
abnormal,0.043075178,1399.8524198731989,1620.2020538437932,1037.9
abnormal,0.041970648,2007.7405609449709,1863.6283553371388,1326.1000000000001
abnormal,0.04105583,1990.9518289226676,1841.8989543992552,1657.1000000000001
abnormal,0.04119198,1826.9597880046776,1773.120860988815,1678.2
abnormal,0.04750594,1134.1591648425735,1494.1652425567956,1190.5
abnormal,0.04050599,1823.6455824770414,1775.9248280001354,1339.6000000000001
abnormal,0.04267975,2063.3314028040986,1843.0873101812592,1126.5
abnormal,0.040457115,1848.0592445275597,1785.1827779919502,1338.7
abnormal,0.042362034,2034.4643858000818,1869.8852861491487,1187.6000000000001
abnormal,0.04184702,1854.4350920803734,1776.8358109059302,1678.1000000000001
abnormal,0.041815303,1878.6427439059735,1776.6816090527832,1670.8000000000002
abnormal,0.0417751,1838.11533342085,1783.903233382543,1191.0
abnormal,0.04190259,2029.4449663029288,1872.2618546861427,1326.1000000000001
abnormal,0.041415498,1987.9620596287866,1845.288248115394,1661.0
abnormal,0.0425062,2013.109694232166,1851.6408520157995,1655.6000000000001
abnormal,0.042390216,2161.0523504577627,1859.7028577737615,1326.3000000000002
abnormal,0.045413837,1696.7357723849009,1835.271981116861,1135.8
abnormal,0.04117362,1956.4430670344834,1794.9361798358134,1337.7
abnormal,0.041650046,1812.8817141473467,1777.8394792793024,1677.1000000000001
abnormal,0.041430272,1820.2136241431606,1768.1149464483437,1676.1000000000001
abnormal,0.044473555,1159.9612073843089,1484.9257921496735,1030.1000000000001
abnormal,0.04213191,2017.0025054834607,1866.08534855242,1323.3000000000002
abnormal,0.044857673,1250.3932122284566,1609.7527059649549,1190.7
abnormal,0.047450483,1178.1211983715255,1505.938627125799,1032.3
abnormal,0.042102948,2008.2620812383743,1865.2545356657847,1325.9
abnormal,0.046955697,1134.5031035213324,1485.2016652542766,1294.2
abnormal,0.042514756,1268.374011001478,1624.1199040320405,1190.9
abnormal,0.04149568,1814.972738075812,1770.4763520856905,1672.1000000000001
abnormal,0.041333735,1815.84433503186,1775.2550054157073,1672.9
abnormal,0.0454737,1161.1256944423578,1492.8804023566768,1296.1000000000001
abnormal,0.044397708,1184.33862320856,1518.2118005536076,1009.9000000000001
abnormal,0.042950593,2085.4852885108503,1862.308108514857,1326.2
abnormal,0.044367738,1265.1837388457984,1623.573965739585,1027.8
abnormal,0.041928604,1823.521268718408,1765.1794828898012,1191.8
abnormal,0.046114966,1142.9926672985457,1478.6771230649529,1017.2
abnormal,0.041352246,1947.5417897038826,1800.8338389457158,1670.5
abnormal,0.041651066,1837.834958535387,1780.7893989285503,1340.9
abnormal,0.044260032,1159.9506904859613,1497.719371270272,1368.3000000000002
abnormal,0.04181455,2007.4278091387462,1864.919566991216,1327.9
abnormal,0.041337542,1983.3426246510821,1849.242866993344,1295.4
abnormal,0.04155887,2072.6704194527624,1876.5228112220084,1326.3000000000002
abnormal,0.041000053,1818.5261237337938,1771.1643815323273,1336.5
abnormal,0.04388191,2058.5490409545278,1860.859989380391,1657.9
abnormal,0.041152984,1831.031324856189,1778.9410336981516,1337.2
abnormal,0.04206506,2018.396333244014,1846.815437902889,1656.4
abnormal,0.04208404,2008.9488821260159,1853.1929598266308,1658.1000000000001
abnormal,0.04200072,2007.4637226038792,1860.4181793243613,1326.5
abnormal,0.040792715,1865.3380817753675,1792.8532178167109,1672.6000000000001
abnormal,0.04281017,1264.5066673789681,1609.8028509913402,1193.0
abnormal,0.040923275,1830.6269794413195,1775.244275612102,1337.8000000000002
abnormal,0.045842707,1167.3398485843272,1499.524918316574,1029.5
abnormal,0.041080497,2027.533506621881,1868.735612170762,1659.4
abnormal,0.04642234,1279.8356425628942,1621.4831126708293,1330.9
abnormal,0.041479412,1886.403923365742,1782.421378660567,1337.9
abnormal,0.041724544,2042.3756145378582,1872.0343696147415,1190.4
abnormal,0.04207708,2040.6803148927743,1871.586207673737,1656.6000000000001
abnormal,0.044698387,1257.3878999083172,1607.1045182398025,1025.0
abnormal,0.043232117,2048.6790844200095,1867.5247696460688,1326.3000000000002
abnormal,0.04147929,1857.513348798795,1783.2418419127293,1341.8000000000002
abnormal,0.04159996,1822.1901791000444,1781.2895451196732,1678.5
abnormal,0.04415264,1154.4192020371463,1493.3595361941082,1045.5
abnormal,0.044203367,1269.6083795476707,1600.2397658565615,1125.3
abnormal,0.04572586,1184.4654539033845,1508.224547072346,1722.5
abnormal,0.04290495,2055.7225644768882,1877.9044789851646,1325.4
abnormal,0.041057575,1908.6734650257135,1776.7644893186625,1336.1000000000001
abnormal,0.042059675,1881.0257050542923,1789.9649996810024,1669.4
abnormal,0.04405785,1181.1595834566206,1506.3211551446748,1033.4
abnormal,0.04122631,2021.2411475834524,1864.641536927255,1327.0
abnormal,0.04246665,2027.780834747999,1865.647486586039,1327.1000000000001
abnormal,0.044001646,1288.0404456022707,1624.1863335074654,1191.8
abnormal,0.041229397,1863.4848869292114,1779.462040941428,1337.0
abnormal,0.041037023,1819.681851575747,1764.8277582248215,1337.1000000000001
abnormal,0.04177149,2020.0864318474623,1866.3878849564103,1656.9
abnormal,0.04234964,1403.292615328801,1661.3142468785563,1013.3000000000001
abnormal,0.041450046,1967.7743228352153,1791.0718569107705,1337.7
abnormal,0.041287843,1800.2492259959877,1765.5535491181117,1673.3000000000002
abnormal,0.041904025,1864.0052868404036,1781.2138119006445,1674.7
abnormal,0.04429488,1248.4175041817355,1582.932720388683,1127.2
abnormal,0.042842332,1868.0046638724098,1780.965894122167,1338.7
abnormal,0.044279426,1188.1925198510482,1510.7447750776055,1494.6000000000001
abnormal,0.042799428,1282.0182020562052,1646.354714357547,1191.4
abnormal,0.043593485,1216.5474351217613,1615.0422737977597,1026.0
abnormal,0.041924614,1514.95680223044,1709.9707158450074,1025.3
abnormal,0.04114484,1812.003514261374,1778.6335873704436,1338.3000000000002
abnormal,0.044679075,1149.031198554089,1480.737625520056,1027.2
abnormal,0.041042957,1832.1894979805602,1780.442233152974,1340.6000000000001
abnormal,0.04197059,1874.6269022734982,1775.3215531860612,1340.3000000000002
abnormal,0.043851744,1386.8971345039283,1739.423934141683,1190.6000000000001
abnormal,0.04327293,1245.050898483388,1597.3256510282636,1191.0
abnormal,0.041917644,1998.959470544372,1857.8182000837514,1657.4
abnormal,0.04708662,1175.1414902116057,1518.8666602415237,1720.0
abnormal,0.044005334,2101.765244236938,1858.878080546382,1120.8
abnormal,0.041871823,1839.6797163354704,1776.3964388484605,1338.1000000000001
abnormal,0.043551017,2077.7183604964716,1851.5622370079623,1325.9
abnormal,0.042334773,2066.206380371643,1886.520730464142,1659.0
abnormal,0.041256476,1801.779057148689,1766.2231943965369,1337.1000000000001
abnormal,0.04173612,2052.015947648476,1881.726315088164,1657.4
abnormal,0.041919697,1867.6158086478706,1772.4721854041325,1675.7
abnormal,0.04146674,1820.7438069576626,1770.9237235994758,1676.9
abnormal,0.043171417,1507.5379589617578,1658.419719693839,1110.0
abnormal,0.045524903,1179.4733602943365,1508.720416838705,1033.8
abnormal,0.04335323,2096.2544200231755,1874.3519890889486,1327.3000000000002
abnormal,0.04432239,1142.1517630702083,1478.0310901412595,1026.6000000000001
abnormal,0.041925292,1824.1133136691462,1782.852303574198,1674.6000000000001
abnormal,0.04105595,1810.9845080319606,1776.0679843304224,1337.0
abnormal,0.043590777,1275.1801156745503,1569.2968495001874,1038.3
abnormal,0.040959336,1812.5595903386334,1773.1752518274666,1674.4
abnormal,0.041671164,1966.2950566958807,1823.1055842844462,1656.9
abnormal,0.04142107,1871.9584943432742,1778.3828774866174,1022.1
abnormal,0.04140271,1800.0101920917723,1773.2999290133537,1673.1000000000001
abnormal,0.044087715,1133.587831007653,1464.952987620216,1096.1000000000001
abnormal,0.04349605,1295.6565829584079,1623.6770443582454,1190.6000000000001
abnormal,0.04247938,2078.6976168022816,1865.0677398607384,1325.4
abnormal,0.040484577,1813.126021446222,1771.0118101272262,1671.8000000000002
abnormal,0.041168407,1793.59271005715,1765.2894133005586,1673.0
abnormal,0.044114552,1250.797128821273,1575.8228950024347,1128.3
abnormal,0.041315272,1850.1861027201307,1799.29100857083,1668.9
abnormal,0.040781222,2028.6147413371534,1842.0479994724235,1654.9
abnormal,0.045497317,1153.170758421607,1491.5104734183408,1030.4
abnormal,0.045193546,1147.4395202668015,1508.9503700288892,1181.2
abnormal,0.04374936,1165.2331385563464,1495.0801474545467,1019.4000000000001
abnormal,0.041795,1999.584218507803,1848.3548405761733,1657.4
abnormal,0.041987903,2020.7505481073822,1854.3808587644853,1190.2
abnormal,0.041315686,1821.755179774504,1764.5635784245721,1675.5
abnormal,0.04180879,1971.8435830458754,1840.957889262034,1324.5
abnormal,0.04618694,1169.1159811585985,1495.2386507386775,1494.2
abnormal,0.044774957,1259.2162781556594,1591.588056039566,1377.0
abnormal,0.04269579,2051.7461067493227,1858.9560249999872,1656.3000000000002
abnormal,0.042686984,2001.78036998091,1844.8685728222893,1326.1000000000001
abnormal,0.04338664,1291.846793389168,1640.7378669547638,1190.3
abnormal,0.042142574,2002.4787330992888,1868.3576045331788,1324.9
abnormal,0.04448831,1395.2131292545612,1609.4767952622587,1046.7
abnormal,0.044126205,1182.15906986166,1509.1434179752089,1216.6000000000001
abnormal,0.043862674,1321.0594608056474,1716.6910423221939,1189.2
abnormal,0.041565683,1905.8281291531364,1807.4805998574836,1339.6000000000001
abnormal,0.04192233,2083.3720113586096,1893.6063878869436,1325.9
abnormal,0.046932474,1137.49616606413,1470.2098260426064,1296.1000000000001
abnormal,0.047432505,1090.0023658718867,1483.0790616215543,1038.7
abnormal,0.046211578,1149.786845586658,1491.0877445438525,1042.0
abnormal,0.041714538,2006.425305896547,1853.400013897815,1190.7
abnormal,0.04627892,1140.2045947461993,1482.6601132327794,1294.3000000000002
abnormal,0.041212082,2006.2044533911123,1854.4811180610768,1324.7
abnormal,0.04301854,2169.0010652743576,1880.5545948366348,1657.2
abnormal,0.044413403,1148.3689726508992,1479.3189177067625,1045.7
abnormal,0.04115923,1884.708361668775,1799.885105443307,1336.8000000000002
abnormal,0.04110494,1835.2121171289207,1779.3558370011074,1675.4
abnormal,0.046446584,1112.1650277161516,1491.3216896906445,1032.2
abnormal,0.043761376,1409.9498387293145,1733.2014345234652,1008.1
abnormal,0.040853344,1909.2269805220837,1783.223038471109,1673.6000000000001
abnormal,0.041531608,1868.1726371568877,1779.189547339278,1339.4
abnormal,0.042370133,1996.326893111406,1851.086433971978,1658.0
abnormal,0.041089375,1797.0251654719457,1775.7762945431166,1675.4
abnormal,0.04098899,1856.0016092749497,1776.4785359023576,1333.9
abnormal,0.044552255,1170.3152177653067,1504.5670939974116,1095.4
abnormal,0.04574307,1163.3764351559057,1495.5096893157793,1043.9
abnormal,0.042260706,2006.8443701965944,1859.3051077283378,1325.3000000000002
abnormal,0.041181,1833.6207551058924,1760.2860192878613,1338.4
abnormal,0.041826412,2006.004856935913,1861.8837432593539,1325.2
abnormal,0.043943927,1241.1463539405197,1591.3911984223855,1018.6
abnormal,0.041640915,2048.0115483665477,1838.4704949798743,1327.0
abnormal,0.041781638,1892.9158811636735,1802.2146134844531,1338.8000000000002
abnormal,0.0402992,1849.0601636830368,1790.5040936181872,1673.9
abnormal,0.041678935,1981.2959830351576,1839.465626379791,1656.7
abnormal,0.046062864,1149.689063180546,1489.1044157551473,1033.1000000000001
