id,condition,dominant_freq,centroid,bandwidth,energy
id_00,normal,1182.7,951.878899608297,1360.9211581099603,3.5411136
id_00,normal,1190.4,1183.4497959109492,1587.844981228964,3.34757
id_00,normal,1192.1000000000001,1454.7593016555427,1828.5876088918446,3.219227
id_00,normal,1211.8,1040.2736187525295,1397.5308810421595,3.4153829
id_00,normal,1088.6000000000001,1188.516108557689,1577.2448786069278,2.9650362
id_00,normal,1095.4,1078.9192467773441,1420.3369934777052,3.3445098
id_00,normal,1219.2,1046.0747785585397,1394.9605833508977,3.3311646
id_00,normal,1219.9,1056.9907529017362,1406.373835328544,3.3396866
id_00,normal,1493.8000000000002,1019.611472564652,1366.1314445071962,3.5378942
id_00,normal,1493.4,1062.6209066909687,1421.905274123666,3.4684746
id_00,normal,1409.6000000000001,953.470066691354,1356.1614607211225,3.3270426
id_00,normal,1493.4,1105.9335895762908,1400.2983866413151,3.2031999
id_00,normal,1155.9,1223.1873121301837,1473.9012036990143,2.9771433
id_00,normal,1190.6000000000001,1044.6606068296685,1424.82985727395,3.1937218
id_00,normal,1191.6000000000001,1568.558297741641,2009.7355518180746,3.4056654
id_00,normal,1035.2,1181.0325804586116,1452.9464575134514,3.2250354
id_00,normal,1188.9,1030.3264410496545,1415.5653426512488,3.0375369
id_00,normal,1020.9000000000001,1186.7536203850661,1602.5764611310397,3.2453523
id_00,normal,1191.0,1167.2096113961547,1584.4609696549403,3.2016122
id_00,normal,1114.6000000000001,1157.4714620118361,1491.0972539031509,3.3143444
id_00,normal,1083.1000000000001,973.5439278201633,1398.2824338357175,3.3772092
id_00,normal,1412.1000000000001,977.2991194781481,1394.2886141986094,3.5801888
id_00,normal,1189.3,1165.854889655134,1573.3527789541545,3.3557522
id_00,normal,1329.3000000000002,1161.9961400192403,1561.7264517479748,3.4015687
id_00,normal,1083.9,1000.1616990574806,1347.642893981075,3.537252
id_00,normal,1326.0,1151.1193586098138,1540.20412198362,3.0991688
id_00,normal,1393.9,1172.1066916346333,1551.6899050748036,3.0351021
id_00,normal,1158.9,988.784037401549,1411.0134097359778,3.5525405
id_00,normal,1270.8000000000002,1017.025781768867,1364.4294951147335,3.404881
id_00,normal,1206.6000000000001,1132.0438503699497,1432.9432815864118,3.309557
id_00,normal,1188.4,1072.3223362943907,1441.7086851734548,3.1346803
id_00,normal,1359.7,1457.7293512573926,1664.6518512565463,2.9481633
id_00,normal,1190.9,1401.1695222356382,1794.2830704854036,3.1477706
id_00,normal,1442.0,1440.8381853319718,1634.2213231105445,3.049645
id_00,normal,1495.3000000000002,1076.8299713510917,1432.8631594374122,3.318409
id_00,normal,1129.2,1134.7504214869186,1513.0106495377477,2.9965246
id_00,normal,1189.3,1235.3155640485109,1694.1335044782572,3.1964388
id_00,normal,1129.8,1149.1326198722143,1556.6521287089668,3.4917002
id_00,normal,1183.5,969.7634133840209,1395.9271194418723,3.5842876
id_00,normal,1218.3,1038.50185624272,1382.1112895070646,3.2651303
id_00,normal,1190.0,1123.9558797052298,1530.993712816502,3.5508914
id_00,normal,1191.7,1100.6406114716451,1493.616951782012,3.3324218
id_00,normal,1094.9,1048.0961034590323,1402.906518945633,3.3500772
id_00,normal,1190.1000000000001,1283.2052911277656,1671.0044606038523,3.0826256
id_00,normal,1190.2,1015.0039816170856,1394.1455800832534,3.3357306
id_00,normal,1640.4,1233.8494951590847,1534.6850450133422,3.357653
id_00,normal,1182.4,1226.5247397063015,1503.4357079215947,3.1245873
id_00,normal,1045.2,1019.9171911760612,1358.8527998987988,3.1782496
id_00,normal,1151.8,1819.7838208443015,1947.4062919457876,3.1214395
id_00,normal,1190.5,1175.5363635574438,1538.3508739925244,3.254912
id_00,normal,1213.1000000000001,1076.273402756244,1430.6905223239305,3.5106688
id_00,normal,1344.6000000000001,1074.2027558462955,1427.7379644334465,3.3021755
id_00,normal,1190.1000000000001,1169.5316249920295,1566.4234052455954,3.2755919
id_00,normal,1191.2,1312.1322808838179,1681.346285995,3.0599852
id_00,normal,1190.4,1031.3439744997568,1423.6949464575953,3.3811753
id_00,normal,1191.7,1234.2038675702995,1671.5565890422006,3.1380708
id_00,normal,1493.7,1040.721911644729,1396.1666382833107,3.514136
id_00,normal,1393.5,1422.7520328750363,1924.384467448106,3.655509
id_00,normal,1190.8,1159.9754753286697,1585.799470541195,3.2743523
id_00,normal,1180.0,1777.2378696809328,1985.3294063848818,3.2405963
id_00,normal,1190.6000000000001,1185.3828763591341,1609.8027075821215,2.9835193
id_00,normal,1095.0,1159.7362823737783,1577.6959374256344,3.6182382
id_00,normal,1128.0,1172.2224518021937,1555.8900991410808,3.1987798
id_00,normal,1190.3,1173.8769567587874,1634.1402089163985,3.331983
id_00,normal,1191.5,1045.0613999382256,1417.4892311135093,3.2454236
id_00,normal,1191.1000000000001,1547.081280936673,2007.0955776861904,3.9780939
id_00,normal,1494.6000000000001,1054.7479910312213,1404.4476942551807,3.4352856
id_00,normal,1190.4,1485.461695269496,1801.4756631793227,3.437104
id_00,normal,1016.2,1176.8726197376243,1571.0982981834418,2.8626738
id_00,normal,1217.6000000000001,1048.74676213382,1398.9212305757894,3.4263978
id_00,normal,1295.2,1011.1627813127716,1356.4340491632763,3.3396435
id_00,normal,1347.2,1034.1098938161308,1381.8365215957924,3.4218564
id_00,normal,1293.3000000000002,1073.7620536388852,1413.6595649544117,3.3751497
id_00,normal,1135.3,1513.4775628097505,1739.511107080919,3.133741
id_00,normal,1187.7,1075.962569406659,1493.2240606188627,3.381783
id_00,normal,1120.2,1152.4141691668065,1551.2470053508116,3.1736124
id_00,normal,1217.0,1057.311637592409,1408.6810741523109,3.5481198
id_00,normal,1190.4,1230.0984569845518,1682.7287177244125,3.5254962
id_00,normal,1189.4,1318.981351518419,1707.381496920982,3.1350691
id_00,normal,1191.6000000000001,1267.1151671657185,1698.6543283588699,3.5065322
id_00,normal,1217.1000000000001,1037.8692400489065,1394.722394971517,3.4174695
id_00,normal,1094.6000000000001,1029.9679102607029,1394.6322435848986,3.9607015
id_00,normal,1212.7,1068.0699937737759,1411.7611679667848,3.4809716
id_00,normal,1216.9,1053.1541394956143,1423.2563996958788,3.9912257
id_00,normal,1191.2,1201.8420115802217,1653.3996586915862,3.0603552
id_00,normal,1189.6000000000001,1065.5960754095534,1442.8945471921916,3.1339877
id_00,normal,1217.3,1044.1745181708866,1402.6996214542557,3.5590506
id_00,normal,1138.7,1111.9069783137568,1546.369767745006,3.1498349
id_00,normal,1492.7,1071.6083432762503,1422.2276167923794,3.415285
id_00,normal,1444.6000000000001,1079.7633145831041,1428.671384644302,3.3203373
id_00,normal,1219.6000000000001,1030.757941146557,1373.5536735638882,3.5685816
id_00,normal,1392.1000000000001,1168.4412463306467,1565.9364473722435,3.3228252
id_00,normal,1191.0,1103.6324953707235,1488.595632709021,3.2543547
id_00,normal,1157.6000000000001,1736.0445582915465,2143.232199387029,3.1352966
id_00,normal,1191.8,1008.1460172643338,1372.0770273118915,3.541135
id_00,normal,1189.4,1176.2704901923837,1590.9536014579753,3.3061912
id_00,normal,1191.0,1038.8455001083134,1425.101269746744,3.678446
id_00,normal,1598.0,992.7588100490542,1356.6598152247007,3.2530088
id_00,normal,1294.8000000000002,1015.8094786345276,1337.4493441790337,3.1824174
id_00,normal,1345.2,1524.7493801319717,1837.085589212248,3.072547
id_00,normal,1217.2,1038.1434808652714,1393.4429288134475,3.776172
id_00,normal,1346.6000000000001,1089.6427125658186,1439.5831877506816,3.7249584
id_00,normal,1224.5,1710.2321510914833,1929.8352550614734,2.9862819
id_00,normal,1015.1,1643.0979213902472,1711.4754383191134,3.0716267
id_00,normal,1626.4,969.1994365444963,1401.2527537695116,3.671587
id_00,normal,1083.3,1052.9633593847766,1369.0970595847984,3.190742
id_00,normal,1180.4,1428.6471202701678,1808.9290373373522,3.0554647
id_00,normal,1442.8000000000002,1029.5878607043464,1387.9797163376577,3.5113518
id_00,normal,1130.3,1132.8871250497225,1539.0783420949813,3.5528123
id_00,normal,1220.0,999.9381114015416,1363.277943709482,3.6249511
id_00,normal,1125.4,1129.134711218989,1537.5151290410745,3.5401435
id_00,normal,1190.6000000000001,1186.1260100696593,1650.6372515275536,3.659456
id_00,normal,1123.5,1197.4757324854445,1592.24262382412,3.2536988
id_00,normal,1189.5,1172.0849362637766,1613.7756338355314,3.7782404
id_00,normal,1126.4,1158.5889350803045,1549.7107196425477,3.113893
id_00,normal,1218.4,1006.9355407433991,1372.3261785030438,3.3659647
id_00,normal,1493.2,1016.0479464826959,1359.538965841673,3.3196902
id_00,normal,1492.1000000000001,1018.2127750540327,1362.8349543813772,3.224909
id_00,normal,1190.2,1180.9455733721868,1599.3918013321777,3.3661265
id_00,normal,1345.7,1005.2716460049397,1364.3619690377125,3.561555
id_00,normal,1181.3,941.5981347568204,1356.6782819240302,3.456339
id_00,normal,1215.7,1058.7872909822493,1414.8886415832496,3.6105876
id_00,normal,1355.5,1378.737823865915,1580.4098330982324,3.1483371
id_00,normal,1214.8,1094.4604365235386,1431.7893582057895,3.1465387
id_00,normal,1220.1000000000001,1027.7867994575677,1370.0387169133114,3.15676
id_00,normal,1003.8000000000001,1052.7342447138517,1397.2327139295326,3.561323
id_00,normal,1094.4,1013.1601905489956,1373.2026780492113,3.7088747
id_00,normal,1191.2,1050.0637864359912,1422.8492002302958,3.634187
id_00,normal,1343.1000000000001,1001.6882082143053,1371.466932621287,3.865798
id_00,normal,1355.5,1025.779751157025,1410.6690824821594,3.4675064
id_00,normal,1494.5,1032.623690775727,1389.6440183136583,3.4107704
id_00,normal,1215.1000000000001,1016.2290105978402,1403.9451390730928,3.6815472
id_00,normal,1493.3000000000002,1069.7520874686459,1426.1555111979296,3.267478
id_00,normal,1003.9000000000001,1452.8200680272678,1624.4180340394882,3.727361
id_00,normal,1345.4,1463.857519882228,1864.120363241621,3.32811
id_00,normal,1261.7,1420.4039378109442,1617.8145603977312,3.3669405
id_00,normal,1123.5,1190.2963557662317,1579.7006359805016,3.0649667
id_00,normal,1191.5,1020.4586819907655,1410.4375429261645,3.4793203
id_00,normal,1084.4,1266.4421111833205,1597.1277008048828,3.227126
id_00,normal,1409.2,937.4786377370068,1357.3698849074408,3.8214378
id_00,normal,1066.3,1159.0241615110792,1571.9155035643757,3.1587605
id_00,normal,1153.0,1254.6010031917954,1705.0018772069418,3.8150842
id_00,normal,1413.5,979.3742808978847,1377.0048089937407,3.4489748
id_00,normal,1128.3,1174.2929487348736,1574.2421038059304,3.1874259
id_00,normal,1410.1000000000001,970.8022212187976,1377.5596834099101,3.3198798
id_00,normal,1017.3000000000001,1177.5177956366917,1593.1154794138395,3.4873796
id_00,normal,1493.4,1013.340721734091,1367.79716986715,3.6439924
id_00,normal,1247.2,1012.4595019649722,1364.0265706618204,3.5723317
id_00,normal,1393.5,1216.8439274545603,1638.0810519632228,3.2706208
id_00,normal,1191.4,1189.6096907415629,1615.8521344051353,3.4974751
id_00,normal,1190.1000000000001,1218.052658191125,1641.6666542146227,3.1518211
id_00,normal,1165.6000000000001,1458.44383189975,1691.1141915331027,3.4479911
id_00,normal,1345.5,1050.290078481037,1401.0500706134353,3.2966976
id_00,normal,1345.1000000000001,1051.4446303491477,1408.6329257344635,3.5045035
id_00,normal,1090.8,1175.758733731843,1593.1529272204943,3.1887696
id_00,normal,1192.0,1540.6468893905883,1891.6842888236692,2.9010775
id_00,normal,1181.5,983.001375112519,1377.4237242839574,3.418881
id_00,normal,1057.6000000000001,978.6156378329753,1407.1454986817043,3.239158
id_00,normal,1017.0,1198.6122109134174,1603.8529962845073,3.0041358
id_00,normal,1295.3000000000002,1018.5409140976722,1396.3029133806904,3.8833213
id_00,normal,1124.1000000000001,1148.8205240418608,1531.0802117683274,3.1100113
id_00,normal,1099.3,1358.2187420623861,1556.2185818314722,3.3195875
id_00,normal,1137.7,1181.5353539471319,1591.5442726087495,3.7296524
id_00,normal,1495.7,1055.934135628915,1417.3435017156705,3.620585
id_00,normal,1182.2,933.8034122249869,1369.813268033809,4.378298
id_00,normal,1077.2,969.0065586223292,1350.5737346940587,3.460109
id_00,normal,1189.9,1039.165089556643,1425.4418757587853,3.6317878
id_00,normal,1000.4000000000001,1202.732577567121,1596.9796410231834,3.1010296
id_00,normal,1191.3,1055.4463767505176,1421.9942349980047,3.3759701
id_00,normal,1191.5,1141.3118043899285,1562.0723723376032,3.510264
id_00,normal,1215.8,1065.8598727765436,1422.9214238058566,3.6159291
id_00,normal,1346.6000000000001,1031.7089342300594,1403.5952248712913,4.037827
id_00,normal,1131.8,1158.4468817568008,1560.4282247674107,3.390151
id_00,normal,1133.3,926.8912609954612,1340.8311571109061,3.852973
id_00,normal,1189.6000000000001,1154.2431778894363,1610.8868226760164,3.371617
id_00,normal,1128.7,1133.7086269878944,1538.9583326216402,3.5247211
id_00,normal,1187.9,1634.7276545791194,1833.5623563071963,3.1560776
id_00,normal,1296.5,1017.0121601864171,1377.830668159561,3.5750453
id_00,normal,1191.3,1179.4086484286497,1608.566847238535,3.3354714
id_00,normal,1190.8,1172.9420745197745,1635.851468753351,4.1612425
id_00,normal,1179.7,947.4328307954223,1371.465276558561,3.373595
id_00,normal,1175.7,954.7434302967008,1376.8959986653826,3.6849022
id_00,normal,1046.2,1003.0095865664232,1360.3815147721116,3.6298454
id_00,normal,1190.8,1202.3506490686516,1651.6110354645907,3.5315838
id_00,normal,1190.4,1135.2250830666255,1564.815397875759,3.4723878
id_00,normal,1494.3000000000002,1027.6656806057092,1385.143352682263,3.5741484
id_00,normal,1191.0,1179.2408897745975,1608.6841986606337,3.7551951
id_00,normal,1190.6000000000001,1432.4807309398057,1835.05418294918,3.5672462
id_00,normal,1123.7,1041.531267878842,1423.0737747291707,3.507462
id_00,normal,1191.4,1346.0639648004096,1750.1433788722125,3.3881993
id_00,normal,1369.4,1009.7554462974855,1357.8038953433304,3.6107655
id_00,normal,1019.6,1167.4341469071933,1575.251787216977,3.2798204
id_00,normal,1493.4,1006.1418410844678,1366.8946401262317,3.8765597
id_00,normal,1346.1000000000001,1064.8273349199867,1423.7050470666854,3.3676825
id_00,normal,1183.6000000000001,943.1533891263277,1358.0260659669625,3.2790923
id_00,normal,1218.5,1010.1759073482795,1368.985127068551,3.755874
id_00,normal,1411.8000000000002,986.4634507547587,1401.110495345375,3.08881
id_00,normal,1190.7,1175.6829454076171,1601.812238085316,3.6132584
id_00,normal,1190.7,1182.4201069423862,1621.4245039361417,3.58153
id_00,normal,1216.7,1078.5740036331995,1428.6470271156056,3.2208183
id_00,normal,1095.8,986.0246440919422,1348.466972878903,3.076461
id_00,normal,1493.0,1071.3571929998411,1431.2308090553795,3.4263022
id_00,normal,1294.8000000000002,1005.853444230355,1354.4044635095333,3.305209
id_00,normal,1412.4,966.1265907207797,1384.6322761987738,3.704119
id_00,normal,1124.3,1164.869098436912,1575.3781853425212,3.586258
id_00,normal,1445.9,1071.7085655959893,1427.0500785482789,3.4844904
id_00,normal,1411.2,969.9686155824766,1406.9847701215122,3.6846454
id_00,normal,1191.4,1201.1518743668366,1627.650584443976,3.5151868
id_00,normal,1190.6000000000001,1336.6768626897242,1768.3594828332966,3.537399
id_00,normal,1190.7,1129.7681701155018,1597.9574217803304,3.8090684
id_00,normal,1125.5,1157.1921963262562,1559.6142961910998,3.3649428
id_00,normal,1191.8,1180.5261473564065,1592.0211983783088,3.5153103
id_00,normal,1218.5,1022.5331458758911,1374.1018705491044,3.4746
id_00,normal,1191.6000000000001,1006.1791572016386,1396.5674944463608,3.3623648
id_00,normal,1494.3000000000002,1072.9060254858762,1423.3762690278581,3.4099646
id_00,normal,1237.5,1451.3771108304097,1736.5798136667324,3.1605837
id_00,normal,1191.0,1152.5812387621922,1572.2855383169272,3.1910298
id_00,normal,1188.6000000000001,1246.3314525463488,1589.6482335910787,3.200459
id_00,normal,1191.1000000000001,1245.517313525138,1629.349123399873,3.071464
id_00,normal,1083.2,1156.8918222029006,1572.7474385226835,3.3965187
id_00,normal,1800.1000000000001,1419.2004830997814,1721.4580045189834,3.413644
id_00,normal,1212.0,1087.7875274566059,1424.5533300669251,3.3201191
id_00,normal,1045.0,983.0837198597588,1344.499864328067,3.2565346
id_00,normal,1191.8,1267.0408626123217,1656.4592719335462,3.4547296
id_00,normal,1191.9,1168.8950363179295,1619.4157846042644,3.289194
id_00,normal,1293.1000000000001,1059.1880241083204,1422.1541544612012,3.6646926
id_00,normal,1558.8000000000002,1356.994019232068,1558.3341229042924,3.5369215
id_00,normal,1192.0,1226.2923274880436,1694.0885660464112,3.8323038
id_00,normal,1791.0,999.2137635036482,1368.7941063784012,3.1513743
id_00,normal,1149.3,1374.660504422339,1566.3821946211317,3.6664357
id_00,normal,1492.6000000000001,1025.670264373589,1365.3263705051472,3.3345306
id_00,normal,1346.0,1010.9108826913224,1394.1022208066624,3.8435214
id_00,normal,1191.5,1058.7648130946561,1423.7737907728838,3.4685295
id_00,normal,1413.2,993.0113122723069,1396.2716790599811,3.910562
id_00,normal,1217.7,1014.5608866955859,1359.7610683525036,3.2803907
id_00,normal,1218.5,1312.001395128913,1564.8269339380392,3.3989458
id_00,normal,1017.6,1195.1992215773494,1596.7910966764366,3.292379
id_00,normal,1190.2,1174.6549987320973,1595.3953368826524,3.354883
id_00,normal,1445.9,1022.8604926921664,1388.5968828005455,4.1181784
id_00,normal,1295.0,1191.3558100155096,1632.0839079974803,3.789137
id_00,normal,1095.9,947.5572810694484,1339.1284880221554,3.6086261
id_00,normal,1369.5,1115.2562621708273,1450.415145850997,3.8412006
id_00,normal,1181.0,949.6658325687682,1353.98023328637,3.2381454
id_00,normal,1468.9,1483.8790206411875,1687.0937968120131,3.4882247
id_00,normal,1000.8000000000001,1142.7470589023303,1409.020789035564,3.1935127
id_00,normal,1597.5,1002.0358392216056,1367.3374101434736,3.5792446
id_00,normal,1191.5,1015.8466242126416,1416.6993191219308,3.6413512
id_00,normal,1220.4,1016.3518526578596,1358.9918158906753,3.3112879
id_00,normal,1189.5,1135.5321719090502,1551.9424307132685,3.6862576
id_00,normal,1191.7,1196.0434734523894,1619.2418785091654,3.0667362
id_00,normal,1405.4,1159.6658675780388,1547.5879843933,3.101015
id_00,normal,1327.3000000000002,1203.591137128978,1618.0863799868748,3.4050126
id_00,normal,1217.5,1043.4807607454566,1399.7711231971805,3.5130973
id_00,normal,1071.4,1209.1389232229176,1662.3099947446,3.8150587
id_00,normal,1189.7,1052.4038847784798,1440.044236933596,3.2979732
id_00,normal,1191.3,1189.53089646976,1595.9061978817022,3.0409636
id_00,normal,1190.3,1190.527315441884,1608.9528339250478,3.155974
id_00,normal,1430.8000000000002,1517.3356490830279,1659.153362363651,3.2061954
id_00,normal,1182.4,1344.538654770997,1755.632622985745,3.3209467
id_00,normal,1412.5,946.0676675634289,1383.5581152952514,3.92508
id_00,normal,1191.0,1238.9749564293622,1645.5419434495886,3.3868766
id_00,normal,1191.2,1180.0814456477249,1620.583306487739,3.3008552
id_00,normal,1192.3,1183.8017619451755,1613.8295851732064,3.3606722
id_00,normal,1398.6000000000001,949.1004856167059,1372.5606799144748,3.343543
id_00,normal,1294.7,1038.517700944419,1383.232521608893,3.2191622
id_00,normal,1492.8000000000002,1063.309303661709,1423.5246466267986,3.5753345
id_00,normal,1644.2,1023.0793569996741,1377.6963704382563,3.6372778
id_00,normal,1094.2,1013.7206204555599,1391.745463443115,3.913811
id_00,normal,1190.8,1020.9522663629216,1414.58322281194,3.6511958
id_00,normal,1190.0,1001.9665419924138,1393.733481777507,3.70268
id_00,normal,1345.0,1051.122143591496,1413.1978371527932,3.8445492
id_00,normal,1195.2,1055.70411318045,1411.1138296437284,3.5508318
id_00,normal,1741.3000000000002,1573.3993315998578,1811.2292150601443,3.682816
id_00,normal,1492.9,1006.2406217724418,1357.199703087432,3.3009372
id_00,normal,1191.1000000000001,1204.68507546119,1609.4917960842722,3.3776555
id_00,normal,1295.3000000000002,1024.1972812187962,1393.5768803527114,3.6323032
id_00,normal,1128.0,1136.661684443998,1536.6997915969475,3.3399885
id_00,normal,1066.2,1164.5139971511146,1502.0223753659875,3.2231617
id_00,normal,1000.5,1203.6912424368163,1603.7126786334002,3.1593838
id_00,normal,1191.7,1183.651231701504,1614.319440026116,3.35785
id_00,normal,1153.5,945.4059461443147,1380.3487363860938,3.703692
id_00,normal,1219.2,1030.9223839437952,1394.9341806259192,3.6877568
id_00,normal,1231.6000000000001,1513.3409716164506,1677.1515138590632,3.281916
id_00,normal,1193.1000000000001,1150.8422990546633,1603.785887625519,3.7887113
id_00,normal,1074.3,1533.130026483808,1714.2954505965752,3.2949493
id_00,normal,1396.0,1174.4250312625811,1576.8513376432052,3.518952
id_00,normal,1493.5,1057.245812621683,1419.4214144161595,3.4119508
id_00,normal,1183.1000000000001,933.335377438674,1370.014292298537,3.856265
id_00,normal,1190.7,1189.794200997069,1637.1565755181302,3.715291
id_00,normal,1398.5,938.5699769803007,1360.9761619707997,3.4649532
id_00,normal,1182.3,980.1998758716836,1401.945113463353,3.643933
id_00,normal,1446.6000000000001,1070.1560107187993,1422.051922107935,3.5466352
id_00,normal,1129.7,1161.7878554763365,1561.0142768136366,3.3875713
id_00,normal,1190.2,1210.9516449351834,1641.0394456309032,3.1046119
id_00,normal,1190.1000000000001,1218.61522411102,1663.6518018471459,3.5988402
id_00,normal,1183.1000000000001,944.0661538930278,1376.5564325133537,3.534094
id_00,normal,1295.7,992.1334051630183,1347.6254275579606,3.5032763
id_00,normal,1190.4,1125.760525825934,1566.0361094161656,3.3880544
id_00,normal,1190.0,1008.1696782556091,1409.0783578329067,3.6873875
id_00,normal,1295.7,1029.2103909828306,1381.4315788945596,3.4909275
id_00,normal,1017.2,1181.312744807074,1607.8890814805418,3.3553245
id_00,normal,1190.5,1013.3618050023223,1406.79196929327,3.4523165
id_00,normal,1095.5,1055.72239289324,1429.5691070281205,3.9823234
id_00,normal,1061.6000000000001,1204.9457652712247,1634.1800917956732,3.4706888
id_00,normal,1745.7,1192.9102242712434,1621.8017329967888,3.7454412
id_00,normal,1412.1000000000001,935.8446679488836,1354.830002576255,3.7633336
id_00,normal,1190.8,1095.8595875916371,1501.5989471088278,3.4507935
id_00,normal,1006.1,2002.1035180280317,2033.434081311836,3.339809
id_00,normal,1192.2,970.3452821581662,1384.1663077476858,4.1046486
id_00,normal,1075.8,1157.3330044909248,1559.4564527522975,3.0983377
id_00,normal,1570.3000000000002,964.4395871587892,1409.8775290668755,3.8396409
id_00,normal,1218.7,1019.8320972939085,1384.9780401925534,3.9226115
id_00,normal,1294.5,1056.0228703486853,1417.0623671366616,3.9298127
id_00,normal,1124.3,1203.0051445288843,1603.7040637342627,3.1344435
id_00,normal,1189.3,1006.0919781894406,1410.7727669105643,4.079255
id_00,normal,1181.8,996.573375394762,1426.1161749324299,3.7670631
id_00,normal,1070.5,933.0217837795168,1347.1785104507699,4.186982
id_00,normal,1841.1000000000001,1499.067684030275,1801.658591594649,3.571999
id_00,normal,1082.6000000000001,1041.6279561634124,1397.3791360908308,3.5231693
id_00,normal,1217.9,1012.9257652113315,1383.9617678130264,4.192814
id_00,normal,1217.4,1025.683184984343,1392.2023766827565,4.0077877
id_00,normal,1295.5,1064.884045171057,1423.4228547989553,3.562737
id_00,normal,1190.8,1332.3064062440237,1740.8078134495242,3.0489748
id_00,normal,1138.9,1366.6798202826733,1874.7162050468487,3.7270663
id_00,normal,1188.2,1025.2964346425717,1412.9030598008528,3.3200402
id_00,normal,1220.6000000000001,1009.0359666769463,1357.868286613778,3.4789615
id_00,normal,1295.0,1020.6773965161196,1368.3882902257474,3.4026241
id_00,normal,1062.7,942.471267430485,1362.7093734765306,3.6705549
id_00,normal,1129.8,1183.155906131237,1585.7810028969732,3.3372412
id_00,normal,1493.2,1062.103489307683,1418.1974051513373,3.8048682
id_00,normal,1483.7,1030.1798329213998,1346.6362214363976,3.5877624
id_00,normal,1187.9,1078.6798597795241,1459.7860197736825,3.549287
id_00,normal,1189.5,1020.3878761405786,1411.6508185463717,3.6621938
id_00,normal,1190.4,1159.9561635702996,1629.9088755590021,3.624497
id_00,normal,1190.9,1179.2168327175134,1603.5574653055742,3.4510596
id_00,normal,1181.4,936.2536431348628,1361.964355438839,3.7805424
id_00,normal,1713.5,1292.2888930862125,1806.4139484148734,3.657192
id_00,normal,1191.2,1175.1238448903464,1610.8027997946504,3.6758583
id_00,normal,1121.4,1171.4728127851263,1573.1081619885858,3.1778789
id_00,normal,1051.1000000000001,1726.1982799335663,1944.840913140831,3.2015448
id_00,normal,1079.3,1139.6832186218915,1565.7444064961016,3.7417126
id_00,normal,1013.1,1171.587306450094,1589.8208856995518,3.2776992
id_00,normal,1008.8000000000001,1193.964072053376,1597.8498417390606,3.0584803
id_00,normal,1190.5,1144.3400757487623,1568.395912415942,3.619758
id_00,normal,1192.1000000000001,1215.3673902377407,1657.4911666107967,3.5057244
id_00,normal,1344.7,1069.7954975404261,1425.1606110178896,3.607757
id_00,normal,1191.3,1240.1827406076313,1628.6057093655918,3.251062
